"","Rank","Username","Score","Country","Accepted","Partial","Failed"
"1026",1026,"yakjunle",1320.78,"Singapore",13,1,2
"1027",1027,"CelNat",1320,"Singapore",13,1,3
"1028",1027,"NotTYR",1320,"Singapore",13,1,2
"1029",1027,"velocity",1320,"Singapore",13,1,0
"1030",1027,"ryuki",1320,"Singapore",13,1,0
"1031",1031,"spacefish",1315,"Singapore",13,1,2
"1032",1032,"Ashton",1313,"Singapore",13,2,6
"1033",1032,"theboi",1313,"Singapore",13,1,2
"1034",1034,"HighLithop",1309,"Singapore",11,6,6
"1035",1034,"Suki",1309,"Singapore",11,5,3
"1036",1036,"abhineet19",1306,"India",13,1,4
"1037",1037,"kidscooots",1300,"Singapore",13,0,4
"1038",1037,"ZoltBlip",1300,"Singapore",13,0,3
"1039",1037,"gmjessie",1300,"Singapore",13,0,2
"1040",1037,"anubhav300",1300,"India",13,0,2
"1041",1037,"SuspiciousAmogus",1300,"Singapore",13,0,2
"1042",1037,"Jordis00fed",1300,"Singapore",13,0,2
"1043",1037,"xyxyxyxy",1300,"Singapore",13,0,1
"1044",1037,"themailcat",1300,"Singapore",13,0,1
"1045",1037,"n",1300,"Singapore",13,0,1
"1046",1037,"itsjeKa",1300,"Indonesia",13,0,1
"1047",1037,"betterthanreality1001",1300,"Singapore",13,0,1
"1048",1037,"Sirum1008",1300,"Singapore",13,0,1
"1049",1037,"Kartikkk",1300,"Singapore",13,0,1
"1050",1037,"Fitzand",1300,"Singapore",13,0,1
"1051",1037,"tleSquared",1300,"India",13,0,0
"1052",1037,"dhs",1300,"Singapore",13,0,0
"1053",1037,"denzelong8811",1300,"Singapore",13,0,0
"1054",1037,"charlotteteo",1300,"Singapore",13,0,0
"1055",1037,"accord",1300,"Singapore",13,0,0
"1056",1037,"ZiXin",1300,"Singapore",13,0,0
"1057",1037,"Krishna",1300,"Singapore",13,0,0
"1058",1037,"IGJH",1300,"Singapore",13,0,0
"1059",1037,"Honeybee",1300,"Singapore",13,0,0
"1060",1060,"meguruinabaaa",1283,"Singapore",12,4,4
"1061",1061,"huubinh1717",1281,"Singapore",12,4,0
"1062",1062,"yrtan17",1280,"Singapore",12,3,1
"1063",1063,"Shshsh",1258,"Singapore",12,2,1
"1064",1064,"Akshay",1251,"Singapore",11,7,8
"1065",1065,"LeeYiXuan",1250,"Singapore",12,2,2
"1066",1066,"Potatodef",1248,"Singapore",12,2,3
"1067",1067,"ardhancdr",1247,"Indonesia",12,1,1
"1068",1068,"JJAAMM",1243,"Singapore",12,2,2
"1069",1069,"Alderaam",1240,"Indonesia",12,2,0
"1070",1070,"Xc4l16r3",1239,"Singapore",12,3,1
"1071",1071,"paaaaaaaaaaaaaaaaaaa",1237.01,"Singapore",10,4,6
"1072",1072,"aaaaaaaa",1235,"Singapore",12,2,1
"1073",1072,"cpy",1235,"Singapore",12,1,2
"1074",1074,"Jerry",1230,"Singapore",12,1,1
"1075",1074,"Elstuhn",1230,"Singapore",12,1,1
"1076",1074,"elxy",1230,"Singapore",12,1,0
"1077",1077,"Beesmaster",1220,"Singapore",12,1,5
"1078",1077,"aahilmohamed06",1220,"Singapore",12,1,2
"1079",1079,"trisanu123",1209,"India",12,1,1
"1080",1080,"bh14",1205,"Singapore",12,1,3
"1081",1081,"xorinet",1200,"Singapore",12,0,4
"1082",1081,"capybara",1200,"Singapore",12,0,4
"1083",1081,"aanyabiswas",1200,"Singapore",12,0,4
"1084",1081,"officemouse",1200,"Singapore",12,0,3
"1085",1081,"Anonymous35V",1200,"Singapore",12,0,3
"1086",1081,"sjsjwjjjsj",1200,"Singapore",12,0,2
"1087",1081,"qwex",1200,"Singapore",12,0,2
"1088",1081,"Maggie",1200,"Singapore",12,0,2
"1089",1081,"yixiin26",1200,"Singapore",12,0,1
"1090",1081,"sadeuspikeu",1200,"Singapore",12,0,1
"1091",1081,"nickyboyyyyy",1200,"Singapore",12,0,1
"1092",1081,"kimbj0709",1200,"Germany",12,0,1
"1093",1081,"idk",1200,"China",12,0,1
"1094",1081,"Zuo",1200,"Singapore",12,0,1
"1095",1081,"PaxyPanda",1200,"Singapore",12,0,1
"1096",1081,"Luckyun07",1200,"Singapore",12,0,1
"1097",1081,"JupiterXV",1200,"Singapore",12,0,1
"1098",1081,"yuxi",1200,"Singapore",12,0,0
"1099",1081,"lingfei123",1200,"Singapore",12,0,0
"1100",1081,"joevincent1987",1200,"Singapore",12,0,0
"1101",1081,"ecaenol",1200,"Singapore",12,0,0
"1102",1081,"cxyu123",1200,"Singapore",12,0,0
"1103",1081,"c00dingstudygolden",1200,"Singapore",12,0,0
"1104",1081,"bentengly",1200,"Singapore",12,0,0
"1105",1081,"EYQX",1200,"Singapore",12,0,0
"1106",1106,"rayiwnl",1195,"Singapore",11,2,0
"1107",1107,"Shogun21",1189,"Singapore",11,1,5
"1108",1108,"tomorrowismyster1434",1186,"India",11,2,2
"1109",1109,"miy",1185,"Singapore",11,3,6
"1110",1110,"that1Kid",1170,"Singapore",11,3,2
"1111",1111,"Aniedg",1162,"Singapore",11,2,2
"1112",1112,"Tunar",1160,"Azerbaijan",11,2,7
"1113",1112,"Yicen",1160,"Singapore",11,2,2
"1114",1114,"bobby",1151,"Singapore",11,2,0
"1115",1115,"neudheh",1150,"Singapore",11,2,1
"1116",1116,"cheryll",1144,"Singapore",11,2,2
"1117",1117,"sparshdokania",1140,"Singapore",11,1,0
"1118",1118,"luoqiuyi",1135,"Singapore",11,1,3
"1119",1118,"ngyupeng6",1135,"Singapore",11,1,2
"1120",1120,"IAmOcean",1134,"Singapore",11,1,4
"1121",1121,"broui",1130,"Singapore",11,1,0
"1122",1122,"UnidentifiedX",1120,"Singapore",11,1,1
"1123",1122,"timsef69",1120,"Singapore",11,1,0
"1124",1122,"JappyJY",1120,"Singapore",11,1,0
"1125",1125,"WayneTech",1115,"Singapore",10,4,4
"1126",1126,"Muthucoder",1111,"Singapore",10,4,7
"1127",1127,"IzenToh",1103,"Singapore",11,1,10
"1128",1128,"Clonemax2OO8",1100,"Singapore",11,0,6
"1129",1128,"Kf",1100,"Singapore",11,0,4
"1130",1128,"jyothircool",1100,"Singapore",11,0,3
"1131",1128,"Oxi",1100,"India",11,0,2
"1132",1128,"Javier",1100,"Singapore",11,0,2
"1133",1128,"Darkkillpro9",1100,"Singapore",11,0,2
"1134",1128,"scratchbob2020",1100,"Singapore",11,0,1
"1135",1128,"paintedwolff",1100,"Singapore",11,0,1
"1136",1128,"ngocanh",1100,"Singapore",11,0,1
"1137",1128,"Ren595",1100,"Singapore",11,0,1
"1138",1128,"NoobDev22",1100,"Singapore",11,0,1
"1139",1128,"ian0808",1100,"Singapore",11,0,0
"1140",1128,"eberu",1100,"Singapore",11,0,0
"1141",1128,"YokeKai314",1100,"Singapore",11,0,0
"1142",1128,"Starshower",1100,"Singapore",11,0,0
"1143",1128,"RaichuAR",1100,"Singapore",11,0,0
"1144",1128,"Ore0",1100,"Singapore",11,0,0
"1145",1128,"EpixKay360",1100,"Singapore",11,0,0
"1146",1128,"CJ245",1100,"Singapore",11,0,0
"1147",1147,"Firestorm",1088,"Singapore",10,4,1
"1148",1148,"OIaspirant2307",1086,"India",9,5,2
"1149",1149,"zeemou",1080,"Singapore",10,4,2
"1150",1150,"Kylvian",1077,"Singapore",9,4,7
"1151",1151,"oVDS",1075,"Singapore",10,2,5
"1152",1152,"Vinayak01",1071,"Singapore",10,4,7
"1153",1152,"baongoctr",1071,"Singapore",9,3,3
"1154",1154,"Shinfu",1060,"Philippines",10,2,0
"1155",1155,"swaninferior",1055,"N/A",10,2,3
"1156",1156,"exdanlol",1053,"Singapore",10,2,2
"1157",1157,"maniss",1050,"Singapore",10,2,0
"1158",1158,"LJTJohnny",1045,"Singapore",10,2,4
"1159",1158,"Bee",1045,"Singapore",10,2,0
"1160",1160,"Aim",1042,"Singapore",10,2,0
"1161",1161,"Bob",1040,"Singapore",10,1,1
"1162",1162,"kanaye",1036,"Singapore",8,10,4
"1163",1163,"Anonymous",1035,"Singapore",10,2,4
"1164",1164,"imbriz",1030,"Singapore",10,1,0
"1165",1165,"seal7035",1028,"Singapore",10,3,10
"1166",1166,"XEMPLI5",1026,"India",9,2,0
"1167",1167,"fc",1021,"Singapore",10,1,0
"1168",1168,"lhj",1020,"Singapore",10,1,1
"1169",1168,"jhtheonlykid",1020,"Singapore",10,1,0
"1170",1168,"WouldIWas",1020,"Singapore",10,1,0
"1171",1168,"Worded",1020,"Singapore",10,1,0
"1172",1172,"penguins",1017.49,"Singapore",10,1,3
"1173",1173,"annan",1010,"Singapore",9,3,1
"1174",1174,"Oluptic",1000,"Singapore",10,0,6
"1175",1174,"breakquest",1000,"Singapore",10,0,4
"1176",1174,"meow5707",1000,"Singapore",10,0,3
"1177",1174,"antheaqje",1000,"Singapore",10,0,3
"1178",1174,"YeetEveryday",1000,"Singapore",10,0,3
"1179",1174,"Isaiah",1000,"Singapore",10,0,3
"1180",1174,"salmonkarp",1000,"Singapore",10,0,1
"1181",1174,"prxya",1000,"Singapore",10,0,1
"1182",1174,"manan",1000,"India",10,0,1
"1183",1174,"kananasgarli",1000,"Azerbaijan",10,0,1
"1184",1174,"jubinwang",1000,"Singapore",10,0,1
"1185",1174,"hlepsneder",1000,"Singapore",10,0,1
"1186",1174,"donkeykong",1000,"Singapore",10,0,1
"1187",1174,"bobthelegend",1000,"Singapore",10,0,1
"1188",1174,"CZW",1000,"Singapore",10,0,1
"1189",1174,"wx",1000,"Singapore",10,0,0
"1190",1174,"prtmgng",1000,"Indonesia",10,0,0
"1191",1174,"kangming6969",1000,"Singapore",10,0,0
"1192",1174,"hitu",1000,"India",10,0,0
"1193",1174,"duanYunzi1234",1000,"Singapore",10,0,0
"1194",1174,"R0L3eX",1000,"Romania",10,0,0
"1195",1174,"GaoZR",1000,"Singapore",10,0,0
"1196",1174,"DL2704",1000,"Singapore",10,0,0
"1197",1174,"Codemaker001",1000,"Singapore",10,0,0
"1198",1174,"Clarissa",1000,"Singapore",10,0,0
"1199",1199,"Nub",989,"Singapore",9,5,5
"1200",1200,"ankitsingh3003",980,"India",9,2,0
"1201",1201,"lastPledge",959,"Viet Nam",9,1,0
"1202",1202,"s0m3b0dy12",935,"Singapore",9,1,0
"1203",1203,"SubparNoah",933,"Singapore",8,4,1
"1204",1204,"car",930,"Singapore",9,1,1
"1205",1205,"brindlewish",927,"Singapore",9,2,9
"1206",1206,"lohjk",924,"Singapore",9,3,4
"1207",1207,"Edwin24",921.74,"Singapore",8,2,5
"1208",1208,"Halud",920,"Singapore",9,1,4
"1209",1208,"ganandrew10",920,"Singapore",9,1,3
"1210",1208,"CHEN115217",920,"Singapore",9,1,3
"1211",1208,"VAIBHAV",920,"Singapore",9,1,2
"1212",1208,"Hayden",920,"Singapore",9,1,2
"1213",1208,"shrekusmaximus",920,"Singapore",9,1,1
"1214",1208,"YaooaY",920,"Singapore",9,1,0
"1215",1208,"TheFelixKS",920,"Singapore",8,4,3
"1216",1216,"tanish",905,"Singapore",8,3,5
"1217",1217,"Adflhjk",903,"Singapore",9,1,6
"1218",1217,"Zou",903,"Singapore",8,2,3
"1219",1219,"FP31",901,"Singapore",8,4,14
"1220",1220,"Ziwen",900,"Singapore",9,0,4
"1221",1220,"Ping888",900,"Singapore",9,0,4
"1222",1220,"W73268",900,"Singapore",9,0,3
"1223",1220,"LinTL",900,"Singapore",9,0,2
"1224",1220,"zwliew",900,"Singapore",9,0,1
"1225",1220,"helpmepls",900,"Singapore",9,0,1
"1226",1220,"ecitcarp",900,"India",9,0,1
"1227",1220,"Zhuoxun",900,"Singapore",9,0,1
"1228",1220,"BatraGarv",900,"Singapore",9,0,1
"1229",1220,"yusuf12360",900,"Indonesia",9,0,0
"1230",1220,"shahidsensei",900,"Singapore",9,0,0
"1231",1220,"naturality",900,"Singapore",9,0,0
"1232",1220,"mertbbm2",900,"Singapore",9,0,0
"1233",1220,"liuenming0526",900,"Singapore",9,0,0
"1234",1220,"johntow",900,"Singapore",9,0,0
"1235",1220,"ishat024",900,"Singapore",9,0,0
"1236",1220,"dinkband",900,"Singapore",9,0,0
"1237",1220,"SpyderVenom",900,"Singapore",9,0,0
"1238",1220,"Lol",900,"Singapore",9,0,0
"1239",1220,"LOL7651",900,"Singapore",9,0,0
"1240",1220,"JJ1234",900,"Singapore",9,0,0
"1241",1220,"DoubleShaurya12",900,"Singapore",9,0,0
"1242",1242,"another",899,"Singapore",8,2,4
"1243",1243,"DippleThree",886,"Philippines",7,9,0
"1244",1244,"yeddy",885,"Singapore",8,2,1
"1245",1245,"EZ",878,"Singapore",8,4,4
"1246",1246,"DJmynx",868,"Singapore",8,2,3
"1247",1247,"MokshSaksena",861,"India",7,7,1
"1248",1248,"24yjosh074q",856,"Singapore",8,2,0
"1249",1249,"snorky",855,"Singapore",5,11,2
"1250",1250,"ETkilobyte",850,"Singapore",8,1,4
"1251",1250,"keeran",850,"Singapore",8,1,2
"1252",1252,"sikai004",843,"Singapore",7,5,0
"1253",1253,"electron13",842,"Singapore",8,2,1
"1254",1254,"fanqie",840,"Singapore",8,1,7
"1255",1255,"username005",835,"India",8,1,0
"1256",1256,"prasanaa",830,"Singapore",8,1,0
"1257",1256,"JingXian",830,"Singapore",8,1,0
"1258",1258,"ShadowBaguette",829,"Singapore",8,2,1
"1259",1259,"TimeKoala",828,"Singapore",8,2,1
"1260",1260,"hazelnuttaro",825,"Singapore",8,1,0
"1261",1261,"OmicronEatYou",820,"Singapore",8,1,3
"1262",1261,"Schrodinger",820,"Singapore",8,1,2
"1263",1261,"lumiho",820,"Singapore",8,1,0
"1264",1264,"ptk8627",812,"Viet Nam",7,4,1
"1265",1265,"ultbiaslia",800,"Singapore",8,0,7
"1266",1265,"AppleOnAstick",800,"Singapore",8,0,5
"1267",1265,"siansation",800,"Singapore",8,0,3
"1268",1265,"calebc006",800,"Singapore",8,0,3
"1269",1265,"abigailhsu",800,"Singapore",8,0,3
"1270",1265,"rahoolss",800,"Singapore",8,0,2
"1271",1265,"chanhimn",800,"Singapore",8,0,2
"1272",1265,"Mike",800,"Singapore",8,0,2
"1273",1265,"LuoYi",800,"Singapore",8,0,2
"1274",1265,"DanAldeny",800,"Singapore",8,0,2
"1275",1265,"yokehan",800,"Singapore",8,0,1
"1276",1265,"yh",800,"Singapore",8,0,1
"1277",1265,"pointlessapeirogon",800,"Singapore",8,0,1
"1278",1265,"h2110100",800,"Singapore",8,0,1
"1279",1265,"foodaholic",800,"Singapore",8,0,1
"1280",1265,"elegantarmour",800,"Singapore",8,0,1
"1281",1265,"KingKian",800,"Singapore",8,0,1
"1282",1265,"ChessyBoy",800,"Singapore",8,0,1
"1283",1265,"weee",800,"Singapore",8,0,0
"1284",1265,"tattertots",800,"Singapore",8,0,0
"1285",1265,"shivensinha4",800,"India",8,0,0
"1286",1265,"ryann",800,"Singapore",8,0,0
"1287",1265,"lixinpei123",800,"Singapore",8,0,0
"1288",1265,"coderccodes",800,"Singapore",8,0,0
"1289",1265,"Yorurei",800,"N/A",8,0,0
"1290",1265,"TimothyLow",800,"Singapore",8,0,0
"1291",1265,"Nidheshm",800,"Singapore",8,0,0
"1292",1265,"KhanatipC",800,"Singapore",8,0,0
"1293",1265,"Izaac",800,"Singapore",8,0,0
"1294",1265,"HradayJhala",800,"Singapore",8,0,0
"1295",1265,"HACKER",800,"Singapore",8,0,0
"1296",1265,"EelNai",800,"Singapore",8,0,0
"1297",1265,"BombBirdBath",800,"Singapore",8,0,0
"1298",1265,"Arwanthugshakerbutbetter",800,"Singapore",8,0,0
"1299",1299,"Elyssa278",789,"Singapore",7,3,4
"1300",1300,"sawntoe",780,"Singapore",7,2,1
"1301",1301,"Hunchbacker9000",755,"Singapore",7,2,2
"1302",1302,"lleytonng",751,"Singapore",7,1,2
"1303",1302,"xyzhan",751,"Singapore",7,1,1
"1304",1304,"TheWarrior1415",750,"Singapore",7,1,2
"1305",1305,"KK1729",744,"India",7,3,1
"1306",1306,"thatsmycroissant",736,"Singapore",6,3,0
"1307",1307,"virchau13",735,"Singapore",7,2,3
"1308",1308,"idkmaybe",730,"Singapore",7,1,0
"1309",1308,"Rndm123",730,"Singapore",7,1,0
"1310",1310,"SuPythony",723,"India",7,1,2
"1311",1311,"czern71236",720,"Singapore",7,1,2
"1312",1311,"codehatesme",720,"Singapore",7,1,1
"1313",1311,"storyofhis",720,"Singapore",7,1,0
"1314",1314,"joelgun14",714,"Indonesia",7,2,0
"1315",1315,"NAHatCYY",713,"Singapore",6,4,1
"1316",1316,"evenvalue",707,"India",7,1,0
"1317",1317,"adrianwang2003",705,"Singapore",7,1,1
"1318",1318,"ntuanvu89",702,"Viet Nam",6,2,0
"1319",1319,"afn2905",700,"Singapore",7,0,11
"1320",1319,"Bhvya",700,"Singapore",7,0,7
"1321",1319,"dbhur",700,"India",7,0,3
"1322",1319,"aviral311",700,"India",7,0,3
"1323",1319,"YunaYuYu",700,"Singapore",7,0,3
"1324",1319,"NotGXY",700,"Singapore",7,0,3
"1325",1319,"Abyss",700,"Singapore",7,0,3
"1326",1319,"vuongnva",700,"Singapore",7,0,2
"1327",1319,"efzee",700,"Singapore",7,0,2
"1328",1319,"Sasutski",700,"Singapore",7,0,2
"1329",1319,"MagicHawk",700,"Singapore",7,0,2
"1330",1319,"Louis486",700,"Singapore",7,0,2
"1331",1319,"Jiayue",700,"Singapore",7,0,2
"1332",1319,"mouthguardwatermelon",700,"Singapore",7,0,1
"1333",1319,"jaydenaintbozo",700,"Singapore",7,0,1
"1334",1319,"dabby",700,"Singapore",7,0,1
"1335",1319,"Oonhan",700,"Singapore",7,0,1
"1336",1319,"Kaiyue",700,"Singapore",7,0,1
"1337",1319,"FaaiZPro",700,"Singapore",7,0,1
"1338",1319,"DiffuseHyperion",700,"Singapore",7,0,1
"1339",1319,"yikaiiiiiii",700,"Singapore",7,0,0
"1340",1319,"somethingfunny",700,"Singapore",7,0,0
"1341",1319,"reydenng",700,"Singapore",7,0,0
"1342",1319,"ratingoutof10",700,"Singapore",7,0,0
"1343",1319,"raiyansyazani",700,"Singapore",7,0,0
"1344",1319,"pzk",700,"Singapore",7,0,0
"1345",1319,"ncerl10",700,"Singapore",7,0,0
"1346",1319,"kjs",700,"Singapore",7,0,0
"1347",1319,"junqing",700,"Singapore",7,0,0
"1348",1319,"iso6ky",700,"Singapore",7,0,0
"1349",1319,"hpesoj2",700,"Singapore",7,0,0
"1350",1319,"av3179",700,"France",7,0,0
"1351",1319,"WTChin",700,"Singapore",7,0,0
"1352",1319,"Juslin",700,"Singapore",7,0,0
"1353",1319,"Hari",700,"Singapore",7,0,0
"1354",1319,"Garguy24",700,"India",7,0,0
"1355",1319,"Forsteri",700,"Singapore",7,0,0
"1356",1319,"CrackingCodes",700,"Singapore",7,0,0
"1357",1319,"Adam1E34",700,"Singapore",7,0,0
"1358",1358,"urmom",693,"Singapore",6,3,0
"1359",1359,"ufotan",683,"Malaysia",6,1,1
"1360",1360,"guangxuan",677,"Singapore",6,1,0
"1361",1361,"lovemathboy",660,"Singapore",6,2,0
"1362",1362,"ivan24",640,"Philippines",6,2,1
"1363",1363,"Arjuncp",639,"India",6,2,0
"1364",1364,"alien",637.81,"Outer Space",5,6,0
"1365",1365,"Eleven",636,"Singapore",6,1,3
"1366",1365,"alettuce",636,"Singapore",6,1,0
"1367",1365,"SP6X765",636,"Singapore",6,1,0
"1368",1368,"renoir",630,"Singapore",6,1,0
"1369",1369,"NeiBaBaChutMunMaaiNgauNaai",625,"Canada",6,1,1
"1370",1370,"ramapang",624,"United States",6,1,0
"1371",1371,"js0nnnn",620,"Singapore",6,1,4
"1372",1371,"kaxels",620,"India",6,1,0
"1373",1371,"EndianTachSapport",620,"Singapore",6,1,0
"1374",1374,"junhong",615,"Singapore",6,1,0
"1375",1374,"fzhang",615,"Singapore",6,1,0
"1376",1376,"vlwk",614,"Singapore",6,1,0
"1377",1377,"Evoi",610,"Singapore",5,2,5
"1378",1378,"livelycloud",609,"Singapore",6,1,0
"1379",1378,"HuskyPlayz48",609,"Singapore",6,1,0
"1380",1380,"Creamm",604,"Viet Nam",6,1,1
"1381",1381,"hackedXD",602,"Singapore",6,1,0
"1382",1382,"junzong",600,"Singapore",6,0,9
"1383",1382,"Moiz",600,"Singapore",6,0,4
"1384",1382,"Arman",600,"Singapore",6,0,4
"1385",1382,"ruicatz",600,"Singapore",6,0,2
"1386",1382,"reykenj",600,"Singapore",6,0,2
"1387",1382,"PlsGive100kSalary",600,"Singapore",6,0,2
"1388",1382,"PhyoKoKoThant",600,"Singapore",6,0,2
"1389",1382,"Benedictttttt",600,"Singapore",6,0,2
"1390",1382,"theflyingfish10",600,"Singapore",6,0,1
"1391",1382,"skillissue",600,"Singapore",6,0,1
"1392",1382,"polyda",600,"Singapore",6,0,1
"1393",1382,"joacru",600,"Argentina",6,0,1
"1394",1382,"cs",600,"Singapore",6,0,1
"1395",1382,"ZeeYuen",600,"Singapore",6,0,1
"1396",1382,"ZR",600,"Singapore",6,0,1
"1397",1382,"Yhtleee08",600,"Singapore",6,0,1
"1398",1382,"Scissors264",600,"Singapore",6,0,1
"1399",1382,"Mirage",600,"Singapore",6,0,1
"1400",1382,"JunWei",600,"Singapore",6,0,1
"1401",1382,"Joshlfrog",600,"Singapore",6,0,1
"1402",1382,"HydraDragonYT",600,"Singapore",6,0,1
"1403",1382,"winpiny",600,"Singapore",6,0,0
"1404",1382,"volt",600,"Singapore",6,0,0
"1405",1382,"vishesh312",600,"India",6,0,0
"1406",1382,"valhize",600,"Indonesia",6,0,0
"1407",1382,"sanjayadhith",600,"Singapore",6,0,0
"1408",1382,"rxnrynbromine35",600,"Singapore",6,0,0
"1409",1382,"poppyer",600,"Singapore",6,0,0
"1410",1382,"neutron",600,"Singapore",6,0,0
"1411",1382,"lorelai2911",600,"Singapore",6,0,0
"1412",1382,"kalistalks",600,"Singapore",6,0,0
"1413",1382,"iwawiwi",600,"Indonesia",6,0,0
"1414",1382,"integrateErrorFunction",600,"Singapore",6,0,0
"1415",1382,"htchng",600,"Singapore",6,0,0
"1416",1382,"hicarebears",600,"Singapore",6,0,0
"1417",1382,"curryrice",600,"Singapore",6,0,0
"1418",1382,"caolq",600,"Singapore",6,0,0
"1419",1382,"bejimatrix",600,"Tunisia",6,0,0
"1420",1382,"alby14",600,"India",6,0,0
"1421",1382,"WuYanni",600,"Singapore",6,0,0
"1422",1382,"TheWalrus",600,"United States",6,0,0
"1423",1382,"ReyG",600,"Singapore",6,0,0
"1424",1382,"Phoebe",600,"Singapore",6,0,0
"1425",1382,"PeanutButter",600,"Singapore",6,0,0
"1426",1382,"Omelette",600,"Singapore",6,0,0
"1427",1382,"JET24",600,"Singapore",6,0,0
"1428",1382,"Iluvmath",600,"Singapore",6,0,0
"1429",1382,"Fish",600,"Singapore",6,0,0
"1430",1382,"Darryl",600,"Singapore",6,0,0
"1431",1382,"ChocoDuck",600,"Singapore",6,0,0
"1432",1382,"Cha0yue",600,"Singapore",6,0,0
"1433",1382,"Cepilin",600,"Singapore",6,0,0
"1434",1382,"C0D3X",600,"Singapore",6,0,0
"1435",1382,"Arthur",600,"Singapore",6,0,0
"1436",1436,"InternetPerson10",586.14,"N/A",5,4,0
"1437",1437,"granwyntan",586,"Singapore",5,3,4
"1438",1438,"TheBoaredProgrammer",580,"Singapore",5,3,4
"1439",1439,"42",570,"Singapore",5,1,0
"1440",1440,"Anonymous1O1",568,"Singapore",5,2,1
"1441",1441,"Stingray122",567,"Singapore",5,2,0
"1442",1442,"definetlynotbc",556,"Singapore",5,2,1
"1443",1443,"Restia",551,"Singapore",4,7,0
"1444",1444,"wzr",550,"Singapore",5,1,0
"1445",1444,"Dongjin",550,"Singapore",5,1,0
"1446",1446,"chessma",548,"United States",5,1,0
"1447",1447,"lida",546,"Singapore",5,2,0
"1448",1448,"roy",545,"Singapore",5,1,2
"1449",1449,"litcoderr",544,"Korea, Republic Of",3,6,0
"1450",1450,"reyj",542,"Singapore",5,1,0
"1451",1451,"jlallas384",540,"Philippines",4,4,2
"1452",1452,"QuantumK9",536,"Philippines",5,2,1
"1453",1452,"LegendaryRam",536,"Singapore",5,1,5
"1454",1454,"Dylivious",530,"Singapore",5,1,3
"1455",1454,"waxylol",530,"Singapore",5,1,0
"1456",1456,"mirai",525,"Singapore",5,2,0
"1457",1457,"yuzane",521,"Singapore",5,1,0
"1458",1458,"kaitlyn09",520,"Singapore",5,1,0
"1459",1459,"Zsinfo2010",513.92,"Singapore",5,1,1
"1460",1460,"ihavestupid",510,"Singapore",4,2,3
"1461",1461,"ChenXuan",509,"Singapore",4,2,0
"1462",1462,"number4folded",504,"Singapore",5,1,0
"1463",1463,"Hairilzq",503,"Singapore",5,1,3
"1464",1464,"Pushkaltoocool",500,"Singapore",5,0,5
"1465",1464,"Javier123",500,"Singapore",5,0,3
"1466",1464,"harrycheong",500,"Singapore",5,0,2
"1467",1464,"Tepo2022",500,"Singapore",5,0,2
"1468",1464,"Eagle",500,"Singapore",5,0,2
"1469",1464,"Dhanvine",500,"Singapore",5,0,2
"1470",1464,"BidoTeima",500,"Egypt",5,0,2
"1471",1464,"zixin",500,"Singapore",5,0,1
"1472",1464,"lilfeng",500,"Singapore",5,0,1
"1473",1464,"harold",500,"Singapore",5,0,1
"1474",1464,"dgsp08",500,"Singapore",5,0,1
"1475",1464,"cho865ra",500,"Singapore",5,0,1
"1476",1464,"ch3nzh3rv1",500,"Singapore",5,0,1
"1477",1464,"TQR",500,"Singapore",5,0,1
"1478",1464,"IAn",500,"Singapore",5,0,1
"1479",1464,"HyperMasterMind",500,"Singapore",5,0,1
"1480",1464,"Hargun02",500,"India",5,0,1
"1481",1464,"CodeBreakerMaster",500,"Singapore",5,0,1
"1482",1464,"ChenSY",500,"Singapore",5,0,1
"1483",1464,"zyl",500,"Singapore",5,0,0
"1484",1464,"yiwei",500,"Singapore",5,0,0
"1485",1464,"verngutz",500,"Philippines",5,0,0
"1486",1464,"vanshnawander",500,"India",5,0,0
"1487",1464,"tinyqwertyIII",500,"Singapore",5,0,0
"1488",1464,"rococochair",500,"Singapore",5,0,0
"1489",1464,"rgcoders",500,"Singapore",5,0,0
"1490",1464,"privatepolychoron",500,"Singapore",5,0,0
"1491",1464,"prannayag",500,"Singapore",5,0,0
"1492",1464,"itsjoever",500,"Singapore",5,0,0
"1493",1464,"ishatjha",500,"India",5,0,0
"1494",1464,"isa08",500,"Singapore",5,0,0
"1495",1464,"fonmagnus",500,"Indonesia",5,0,0
"1496",1464,"ffnotfanfan",500,"Singapore",5,0,0
"1497",1464,"diysen",500,"Singapore",5,0,0
"1498",1464,"chungusrule33",500,"Singapore",5,0,0
"1499",1464,"attemptn63",500,"Singapore",5,0,0
"1500",1464,"atashka",500,"Turkmenistan",5,0,0
"1501",1464,"alyssaayx",500,"Singapore",5,0,0
"1502",1464,"aaron09834",500,"Singapore",5,0,0
"1503",1464,"ThatOneGuy",500,"Singapore",5,0,0
"1504",1464,"Palkiayp",500,"Singapore",5,0,0
"1505",1464,"KkohZenP0",500,"Singapore",5,0,0
"1506",1464,"Joshi503",500,"El Salvador",5,0,0
"1507",1464,"Jayme",500,"Singapore",5,0,0
"1508",1464,"Austin10349",500,"Singapore",5,0,0
"1509",1509,"Lye",496,"Singapore",4,2,0
"1510",1510,"rittin1",494,"India",4,5,1
"1511",1511,"ruiqi",489,"Singapore",3,5,0
"1512",1512,"Drew",488,"Indonesia",4,3,2
"1513",1513,"fortyonehex",483,"Singapore",4,4,2
"1514",1514,"Akshit",482,"India",4,3,1
"1515",1515,"jonahkoh",475,"Singapore",4,3,7
"1516",1516,"Ahmed57",466,"Egypt",4,1,0
"1517",1517,"hpc",461,"Indonesia",4,3,0
